<<<<<<< HEAD
impression_id, clicked_ad ,cost,currently_insured,number_of_vehicles,number_of_drivers,marital_status,ranked_as,policies_sold
1088, 1 ,10,N,2,2,M,2, 1 
1089, -   ,10,Y,2,2,M,4, -   
1090, -   ,10,Y,1,1,M,1, -   
1091, -   ,10,Y,2,2,S,5, -   
1092, -   ,10,N,2,1,M,3, -   
1093, -   ,10,Y,2,1,M,5, -   
1094, -   ,10,N,1,2,S,1, -   
1095, -   ,10,N,1,1,M,4, -   
1096, -   ,10,Y,2,1,M,5, -   
1097, -   ,10,N,2,2,M,5, -   
1098, 1 ,10,Y,2,2,M,2, 1 
1099, -   ,10,N,2,1,M,5, -   
1100, -   ,10,Y,1,1,M,4, -   
1101, -   ,10,N,2,1,M,4, -   
1102, -   ,10,N,2,1,M,4, -   
1103, -   ,10,Y,2,2,M,2, -   
1104, -   ,10,Y,2,2,S,4, -   
1105, -   ,10,N,2,1,M,5, -   
1106, 1 ,10,N,1,2,M,1, -   
1107, -   ,10,Y,2,1,M,5, -   
1108, -   ,10,N,2,2,M,2, -   
1109, -   ,10,Y,2,1,M,5, -   
1110, -   ,10,Y,2,1,M,5, -   
1111, 1 ,10,Y,1,2,M,4, -   
1112, -   ,10,Y,1,2,M,2, -   
1113, -   ,10,N,1,2,M,2, -   
1114, -   ,10,N,2,2,M,5, -   
1115, 1 ,10,N,2,1,M,3, 1 
1116, 1 ,10,N,1,2,S,1, -   
1117, -   ,10,N,1,2,S,3, -   
1118, -   ,10,Y,1,1,M,3, -   
1119, -   ,10,N,2,1,M,5, -   
1120, -   ,10,N,2,2,M,2, -   
1121, -   ,10,Y,1,1,M,3, -   
1122, -   ,10,Y,2,1,M,3, -   
1123, -   ,10,N,2,1,M,5, -   
1124, -   ,10,Y,2,2,S,5, -   
1125, -   ,10,Y,1,1,M,3, -   
1126, -   ,10,Y,2,1,M,4, -   
1127, -   ,10,N,2,2,S,4, -   
1128, -   ,10,Y,2,1,S,4, -   
1129, -   ,10,N,2,1,M,4, -   
1130, -   ,10,Y,1,2,S,3, -   
1131, -   ,10,Y,1,2,M,3, -   
1132, -   ,10,Y,2,1,M,4, -   
1133, -   ,10,N,1,2,M,2, -   
1134, -   ,10,Y,2,1,M,5, -   
1135, -   ,10,N,1,2,S,2, -   
1136, -   ,10,Y,2,2,M,3, -   
1137, -   ,10,Y,2,2,M,4, -   
1138, -   ,10,Y,2,1,M,4, -   
1139, -   ,10,N,1,2,S,1, -   
1140, 1 ,10,N,1,2,S,1, 1 
1141, -   ,10,Y,2,1,M,5, -   
1142, -   ,10,Y,2,1,M,4, -   
1143, -   ,10,N,2,1,M,5, -   
1144, -   ,10,Y,1,1,M,1, -   
1145, -   ,10,N,1,1,M,1, -   
1146, -   ,10,N,2,2,M,4, -   
1147, 1 ,10,Y,1,2,M,1, -   
1148, -   ,10,Y,2,1,M,3, -   
1149, -   ,10,Y,2,1,M,4, -   
1150, -   ,10,N,2,2,M,3, -   
1151, -   ,10,Y,2,1,S,5, -   
1152, -   ,10,Y,2,1,M,4, -   
1153, -   ,10,Y,2,2,S,5, -   
1154, -   ,10,Y,2,1,M,4, -   
1155, -   ,10,Y,2,1,M,5, -   
1156, -   ,10,Y,2,1,M,4, -   
1157, -   ,10,N,1,1,S,2, -   
1158, -   ,10,N,2,2,M,4, -   
1159, -   ,10,Y,1,2,S,2, -   
1160, -   ,10,Y,2,1,M,5, -   
1161, -   ,10,N,1,2,S,1, -   
1162, -   ,10,N,1,2,S,3, -   
1163, -   ,10,N,2,1,M,5, -   
1164, -   ,10,N,2,1,M,5, -   
1165, -   ,10,N,2,1,M,5, -   
1166, -   ,10,N,2,1,M,5, -   
1167, -   ,10,N,1,1,M,3, -   
1168, -   ,10,N,2,1,M,4, -   
1169, -   ,10,Y,1,1,M,2, -   
1170, -   ,10,N,1,1,S,4, -   
1171, -   ,10,N,2,1,M,5, -   
1172, -   ,10,N,1,1,M,2, -   
1173, -   ,10,N,1,2,S,2, -   
1174, -   ,10,Y,1,1,M,3, -   
1175, 1 ,10,Y,1,2,M,3, -   
1176, 1 ,10,Y,1,1,M,3, -   
1177, -   ,10,N,2,1,M,4, -   
1178, -   ,10,Y,1,2,M,3, -   
1179, -   ,10,N,1,2,S,2, -   
1180, -   ,10,Y,2,1,M,4, -   
1181, -   ,10,Y,2,1,M,4, -   
1182, -   ,10,Y,2,2,M,4, -   
1183, -   ,10,Y,2,1,M,5, -   
1184, -   ,10,Y,2,1,M,4, -   
1185, 1 ,10,N,2,2,S,2, -   
1186, -   ,10,N,1,1,S,4, -   
1187, -   ,10,N,2,2,M,2, -   
1188, -   ,10,Y,2,1,M,4, -   
1189, -   ,10,N,2,2,M,2, -   
1190, -   ,10,N,1,2,M,1, -   
1191, -   ,10,Y,2,2,M,2, -   
1192, -   ,10,Y,2,1,M,5, -   
1193, -   ,10,N,1,1,M,4, -   
1194, -   ,10,N,2,1,M,5, -   
1195, -   ,10,N,2,2,M,2, -   
1196, -   ,10,N,1,2,M,2, -   
1197, -   ,10,Y,1,2,M,4, -   
1198, -   ,10,Y,2,1,M,4, -   
1199, -   ,10,N,1,1,M,3, -   
1200, 1 ,10,N,1,1,M,1, 1 
1201, -   ,10,Y,2,1,M,5, -   
1202, 1 ,10,N,1,1,M,1, 1 
1203, -   ,10,N,2,1,M,5, -   
1204, -   ,10,N,2,1,M,4, -   
1205, -   ,10,N,1,2,M,3, -   
1206, -   ,10,Y,2,1,M,4, -   
1207, -   ,10,N,2,1,M,5, -   
1208, -   ,10,N,2,1,M,3, -   
1209, -   ,10,Y,2,1,M,5, -   
1210, -   ,10,N,2,1,M,4, -   
1211, -   ,10,N,2,1,M,3, -   
1212, -   ,10,N,2,1,M,4, -   
1213, -   ,10,Y,2,1,M,4, -   
1214, 1 ,10,N,2,1,M,4, 1 
1215, 1 ,10,N,1,1,M,1, 1 
1216, -   ,10,Y,1,2,M,3, -   
1217, -   ,10,N,2,1,S,3, -   
1218, -   ,10,N,2,1,M,5, -   
1219, 1 ,10,Y,1,1,M,1, 1 
1220, -   ,10,Y,2,1,M,3, -   
1221, -   ,10,N,1,1,M,2, -   
1222, 1 ,10,Y,2,1,M,3, -   
1223, 1 ,10,N,2,2,M,2, -   
1224, -   ,10,Y,2,1,M,4, -   
1225, -   ,10,N,2,1,M,5, -   
1226, -   ,10,N,2,1,M,5, -   
1227, -   ,10,Y,2,1,M,3, -   
1228, -   ,10,Y,2,2,S,2, -   
1229, -   ,10,Y,2,1,M,5, -   
1230, 1 ,10,N,1,2,M,3, -   
1231, -   ,10,N,2,2,S,3, -   
1232, 1 ,10,Y,2,1,M,4, -   
1233, -   ,10,N,2,2,M,3, -   
1234, -   ,10,Y,2,2,S,3, -   
1235, 1 ,10,Y,1,2,M,3, -   
1236, 1 ,10,N,1,2,M,1, -   
1237, -   ,10,Y,2,1,M,5, -   
1238, -   ,10,N,1,1,M,1, -   
1239, -   ,10,Y,2,2,M,3, -   
1240, -   ,10,Y,2,1,M,3, -   
1241, -   ,10,N,2,2,M,4, -   
1242, -   ,10,N,2,1,M,3, -   
1243, -   ,10,N,1,1,M,4, -   
1244, -   ,10,Y,2,1,M,3, -   
1245, -   ,10,N,1,2,S,3, -   
1246, -   ,10,N,2,1,M,5, -   
1247, 1 ,10,N,1,2,S,2, 1 
1248, -   ,10,Y,2,2,M,4, -   
1249, -   ,10,Y,1,2,S,3, -   
1250, -   ,10,Y,2,1,M,5, -   
1251, -   ,10,Y,2,1,M,5, -   
1252, -   ,10,N,2,2,M,5, -   
1253, 1 ,10,N,1,2,S,2, -   
1254, -   ,10,Y,2,1,M,4, -   
1255, -   ,10,Y,2,1,M,5, -   
1256, 1 ,10,N,2,2,M,4, -   
1257, -   ,10,Y,1,1,M,2, -   
1258, -   ,10,Y,2,1,M,5, -   
1259, -   ,10,Y,2,2,S,3, -   
1260, -   ,10,Y,1,1,M,4, -   
1261, 1 ,10,N,1,2,M,1, 1 
1262, 1 ,10,N,1,1,M,3, -   
1263, -   ,10,N,2,2,M,2, -   
1264, -   ,10,N,2,2,S,2, -   
1265, -   ,10,Y,2,1,M,3, -   
1266, -   ,10,N,1,2,M,3, -   
1267, -   ,10,Y,1,2,M,3, -   
1268, -   ,10,Y,1,2,S,2, -   
1269, -   ,10,N,2,1,M,4, -   
1270, 1 ,10,N,2,2,M,2, 1 
1271, -   ,10,N,2,1,M,5, -   
1272, 1 ,10,N,2,1,S,4, -   
1273, -   ,10,Y,2,1,M,4, -   
1274, 1 ,10,Y,1,2,M,3, -   
1275, -   ,10,N,2,1,S,5, -   
1276, -   ,10,Y,2,1,S,5, -   
1277, -   ,10,Y,2,1,M,5, -   
1278, -   ,10,N,1,2,M,2, -   
1279, -   ,10,Y,2,1,S,5, -   
1280, 1 ,10,N,1,2,S,1, -   
1281, -   ,10,Y,2,1,M,5, -   
1282, -   ,10,N,2,1,M,3, -   
1283, -   ,10,N,2,1,M,4, -   
1284, -   ,10,Y,2,1,M,3, -   
1285, -   ,10,Y,2,1,M,5, -   
1286, 1 ,10,N,1,2,M,1, 1 
1287, 1 ,10,N,1,2,S,1, 1 
1288, -   ,10,Y,1,2,S,4, -   
1289, -   ,10,Y,2,2,M,3, -   
1290, -   ,10,N,2,1,M,4, -   
1291, -   ,10,Y,1,1,M,3, -   
1292, -   ,10,Y,1,2,S,2, -   
1293, -   ,10,N,1,2,S,3, -   
1294, -   ,10,N,2,1,M,4, -   
1295, -   ,10,N,2,1,M,4, -   
1296, 1 ,10,N,2,1,M,3, -   
1297, -   ,10,N,2,1,M,5, -   
1298, -   ,10,N,2,2,S,3, -   
1299, -   ,10,Y,2,2,M,3, -   
1300, -   ,10,N,1,1,M,1, -   
1301, -   ,10,Y,2,1,M,4, -   
1302, 1 ,10,N,1,1,S,3, -   
1303, -   ,10,N,1,1,M,4, -   
1304, -   ,10,N,2,1,M,5, -   
1305, -   ,10,Y,1,1,S,2, -   
1306, -   ,10,N,1,2,S,2, -   
1307, 1 ,10,N,1,2,M,1, 1 
1308, 1 ,10,N,1,2,M,1, 1 
1309, -   ,10,N,2,1,M,5, -   
1310, -   ,10,Y,1,2,M,4, -   
1311, 1 ,10,Y,1,1,M,2, -   
1312, 1 ,10,N,1,2,S,1, -   
1313, 1 ,10,Y,1,2,S,1, 1 
1314, -   ,10,Y,2,1,M,5, -   
1315, -   ,10,N,2,1,M,4, -   
1316, -   ,10,Y,1,1,M,2, -   
1317, -   ,10,N,2,1,M,5, -   
1318, 1 ,10,Y,2,1,M,3, 1 
1319, -   ,10,N,2,2,M,4, -   
1320, -   ,10,N,2,1,M,4, -   
1321, -   ,10,Y,2,1,M,5, -   
1322, -   ,10,Y,1,2,S,3, -   
1323, 1 ,10,Y,1,2,M,1, -   
1324, -   ,10,N,1,2,M,3, -   
1325, -   ,10,N,2,1,M,4, -   
1326, -   ,10,N,2,1,S,4, -   
1327, -   ,10,N,2,2,S,3, -   
1328, -   ,10,N,1,1,M,2, -   
1329, -   ,10,N,1,2,M,1, -   
1330, -   ,10,Y,2,2,M,4, -   
1331, -   ,10,N,2,1,M,4, -   
1332, -   ,10,Y,2,2,S,5, -   
1333, -   ,10,N,2,1,M,4, -   
1334, -   ,10,N,2,2,S,3, -   
1335, -   ,10,N,2,1,M,5, -   
1336, -   ,10,Y,1,2,S,2, -   
1337, -   ,10,N,2,1,M,4, -   
1338, -   ,10,N,2,1,M,3, -   
1339, -   ,10,Y,1,1,M,3, -   
1340, -   ,10,Y,2,1,M,5, -   
1341, -   ,10,N,2,1,M,5, -   
1342, -   ,10,N,2,1,M,3, -   
1343, -   ,10,N,1,2,S,2, -   
1344, 1 ,10,N,1,2,M,1, -   
1345, -   ,10,N,2,2,S,5, -   
1346, -   ,10,Y,1,2,S,2, -   
1347, -   ,10,Y,1,2,M,1, -   
1348, -   ,10,N,1,1,M,3, -   
1349, -   ,10,Y,1,2,S,4, -   
1350, -   ,10,Y,2,1,M,4, -   
1351, -   ,10,N,1,2,S,1, -   
1352, -   ,10,N,1,1,M,3, -   
1353, -   ,10,Y,2,2,M,3, -   
1354, -   ,10,N,2,1,M,5, -   
1355, -   ,10,Y,2,1,M,5, -   
1356, -   ,10,Y,2,1,M,3, -   
1357, -   ,10,Y,2,2,M,2, -   
1358, -   ,10,Y,2,2,S,3, -   
1359, -   ,10,Y,2,1,M,4, -   
1360, -   ,10,Y,2,1,M,5, -   
1361, -   ,10,Y,2,1,M,4, -   
1362, -   ,10,N,2,2,S,3, -   
1363, -   ,10,N,1,2,M,2, -   
1364, -   ,10,N,1,1,M,4, -   
1365, -   ,10,Y,2,1,M,3, -   
1366, -   ,10,N,2,1,M,5, -   
1367, -   ,10,Y,1,1,M,3, -   
1368, 1 ,10,Y,1,2,S,1, -   
1369, 1 ,10,N,1,2,M,1, 1 
1370, 1 ,10,N,1,2,S,2, -   
1371, -   ,10,Y,1,2,M,4, -   
1372, 1 ,10,Y,2,1,M,4, 1 
1373, -   ,10,N,1,2,M,2, -   
1374, -   ,10,Y,1,2,M,4, -   
1375, -   ,10,N,2,1,M,5, -   
1376, -   ,10,N,2,1,M,4, -   
1377, -   ,10,Y,1,1,M,2, -   
1378, -   ,10,Y,1,1,M,1, -   
1379, -   ,10,Y,1,2,S,3, -   
1380, -   ,10,N,1,1,M,1, -   
1381, -   ,10,N,1,1,M,2, -   
1382, -   ,10,N,2,2,M,4, -   
1383, 1 ,10,N,1,2,S,1, 1 
1384, -   ,10,Y,1,2,M,4, -   
1385, -   ,10,Y,2,1,M,5, -   
1386, -   ,10,N,1,1,M,3, -   
1387, 1 ,10,N,1,2,S,1, -   
1388, 1 ,10,N,1,2,S,1, -   
1389, -   ,10,Y,2,2,M,4, -   
1390, -   ,10,N,1,2,S,3, -   
1391, -   ,10,N,2,1,M,5, -   
1392, -   ,10,N,2,2,M,5, -   
1393, -   ,10,N,2,1,M,5, -   
1394, -   ,10,Y,2,2,M,4, -   
1395, -   ,10,Y,1,1,M,2, -   
1396, 1 ,10,Y,1,1,M,1, 1 
1397, -   ,10,Y,1,2,M,3, -   
1398, -   ,10,Y,2,1,M,5, -   
1399, -   ,10,Y,1,2,M,3, -   
1400, -   ,10,N,1,1,M,4, -   
1401, -   ,10,Y,2,1,M,5, -   
1402, -   ,10,N,2,1,M,5, -   
1403, -   ,10,N,2,1,M,4, -   
1404, -   ,10,N,1,2,S,2, -   
1405, -   ,10,Y,1,2,M,4, -   
1406, 1 ,10,N,1,2,M,1, 1 
1407, -   ,10,Y,1,2,S,2, -   
1408, -   ,10,Y,1,2,M,3, -   
1409, -   ,10,Y,2,1,M,5, -   
1410, -   ,10,N,2,1,M,5, -   
1411, -   ,10,N,2,1,M,4, -   
1412, -   ,10,Y,1,2,S,3, -   
1413, -   ,10,Y,2,1,S,3, -   
1414, -   ,10,N,2,1,M,5, -   
1415, -   ,10,Y,2,1,M,4, -   
1416, -   ,10,Y,1,2,S,3, -   
1417, -   ,10,N,1,1,M,4, -   
1418, -   ,10,N,1,1,M,4, -   
1419, -   ,10,N,2,1,M,5, -   
1420, -   ,10,Y,2,1,S,5, -   
1421, -   ,10,Y,2,2,S,4, -   
1422, -   ,10,Y,2,2,M,3, -   
1423, -   ,10,N,2,1,M,5, -   
1424, -   ,10,N,2,1,M,3, -   
1425, -   ,10,N,1,2,S,1, -   
1426, -   ,10,Y,2,1,M,5, -   
1427, -   ,10,Y,2,1,M,5, -   
1428, -   ,10,Y,2,1,M,5, -   
1429, -   ,10,N,2,1,M,3, -   
1430, -   ,10,Y,2,2,M,4, -   
1431, -   ,10,N,1,2,S,1, -   
1432, 1 ,10,N,2,1,M,3, 1 
1433, 1 ,10,N,1,2,S,3, 1 
1434, 1 ,10,N,1,2,S,1, 1 
1435, -   ,10,N,2,2,S,4, -   
1436, 1 ,10,N,1,1,M,2, -   
1437, -   ,10,Y,1,1,M,4, -   
1438, -   ,10,N,2,1,M,4, -   
1439, -   ,10,N,2,1,M,4, -   
1440, -   ,10,Y,1,2,M,4, -   
1441, -   ,10,Y,2,2,M,2, -   
1442, -   ,10,Y,2,1,M,4, -   
1443, -   ,10,N,2,1,M,5, -   
1444, -   ,10,N,2,1,M,4, -   
1445, -   ,10,Y,2,1,M,3, -   
1446, 1 ,10,N,2,1,M,5, 1 
1447, -   ,10,N,2,1,M,5, -   
1448, 1 ,10,Y,1,2,S,3, 1 
1449, -   ,10,N,2,1,M,5, -   
1450, -   ,10,Y,2,2,M,5, -   
1451, -   ,10,Y,2,1,M,4, -   
1452, -   ,10,N,1,1,M,4, -   
1453, -   ,10,N,2,1,M,4, -   
1454, -   ,10,Y,2,1,M,5, -   
1455, -   ,10,Y,2,1,M,5, -   
1456, -   ,10,Y,2,1,M,5, -   
1457, -   ,10,Y,1,1,M,2, -   
1458, -   ,10,N,2,1,M,4, -   
1459, -   ,10,Y,2,1,M,5, -   
1460, -   ,10,Y,2,1,M,3, -   
1461, -   ,10,Y,2,1,M,4, -   
1462, -   ,10,Y,2,2,S,4, -   
1463, -   ,10,Y,2,1,M,5, -   
1464, -   ,10,Y,2,1,M,5, -   
1465, -   ,10,Y,2,1,M,5, -   
1466, -   ,10,N,2,1,M,5, -   
1467, 1 ,10,N,1,1,M,2, -   
1468, -   ,10,Y,1,2,M,4, -   
1469, -   ,10,Y,2,1,M,4, -   
1470, 1 ,10,N,1,1,M,2, -   
1471, -   ,10,N,2,1,M,5, -   
1472, -   ,10,N,2,1,M,4, -   
1473, -   ,10,N,2,1,M,5, -   
1474, -   ,10,Y,2,2,M,3, -   
1475, -   ,10,Y,2,1,M,3, -   
1476, -   ,10,N,1,1,M,4, -   
1477, -   ,10,N,2,1,M,5, -   
1478, -   ,10,Y,2,2,S,3, -   
1479, 1 ,10,Y,2,1,M,3, -   
1480, -   ,10,N,2,2,S,5, -   
1481, -   ,10,N,1,2,M,2, -   
1482, -   ,10,Y,2,1,M,5, -   
1483, -   ,10,N,2,1,M,5, -   
1484, -   ,10,N,2,2,S,3, -   
1485, -   ,10,Y,1,2,S,2, -   
1486, 1 ,10,N,1,2,M,2, -   
1487, -   ,10,Y,1,1,M,2, -   
1488, -   ,10,N,2,1,M,5, -   
1489, -   ,10,N,1,2,M,3, -   
1490, -   ,10,N,2,1,M,5, -   
1491, -   ,10,Y,1,2,M,2, -   
1492, -   ,10,N,2,1,M,5, -   
1493, -   ,10,Y,2,1,M,3, -   
1494, -   ,10,N,1,1,M,3, -   
1495, -   ,10,Y,1,1,M,4, -   
1496, 1 ,10,Y,2,1,M,5, 1 
1497, -   ,10,N,2,1,M,5, -   
1498, 1 ,10,Y,1,2,S,4, -   
1499, -   ,10,N,1,1,M,2, -   
1500, -   ,10,Y,2,1,M,5, -   
1501, -   ,10,N,2,1,M,5, -   
1502, -   ,10,N,1,1,M,3, -   
1503, -   ,10,Y,1,1,M,3, -   
1504, 1 ,10,Y,1,2,S,3, -   
1505, -   ,10,N,2,2,M,4, -   
1506, 1 ,10,N,2,2,M,3, -   
1507, -   ,10,N,2,1,M,3, -   
1508, -   ,10,Y,2,2,S,3, -   
1509, -   ,10,Y,2,1,M,3, -   
1510, -   ,10,Y,2,2,S,4, -   
1511, -   ,10,Y,1,1,M,2, -   
1512, -   ,10,N,1,1,M,4, -   
1513, 1 ,10,Y,1,2,S,1, -   
1514, -   ,10,N,1,2,M,3, -   
1515, -   ,10,N,1,1,M,3, -   
1516, -   ,10,N,1,2,S,2, -   
1517, -   ,10,Y,2,1,M,3, -   
1518, -   ,10,Y,2,2,M,4, -   
1519, -   ,10,Y,2,2,M,3, -   
1520, -   ,10,Y,2,1,M,3, -   
1521, -   ,10,N,2,2,S,3, -   
1522, -   ,10,Y,1,1,M,1, -   
1523, -   ,10,N,2,1,M,4, -   
1524, -   ,10,N,1,2,M,2, -   
1525, -   ,10,Y,1,1,M,3, -   
1526, -   ,10,N,1,2,S,3, -   
1527, -   ,10,Y,2,1,M,4, -   
1528, -   ,10,Y,2,1,M,4, -   
1529, -   ,10,N,2,1,M,4, -   
1530, -   ,10,Y,2,1,M,5, -   
1531, -   ,10,N,2,1,M,4, -   
1532, -   ,10,Y,2,2,M,4, -   
1533, -   ,10,Y,2,1,S,3, -   
1534, -   ,10,N,2,2,M,2, -   
1535, -   ,10,N,2,1,M,4, -   
1536, -   ,10,N,1,1,M,3, -   
1537, -   ,10,N,2,1,M,4, -   
1538, -   ,10,Y,1,2,S,3, -   
1539, -   ,10,N,2,1,M,5, -   
1540, -   ,10,N,2,1,M,5, -   
1541, -   ,10,Y,1,2,M,2, -   
1542, 1 ,10,N,2,2,S,3, 1 
1543, -   ,10,N,2,2,M,3, -   
1544, 1 ,10,N,2,1,M,3, 1 
1545, -   ,10,Y,2,1,M,4, -   
1546, -   ,10,Y,1,2,M,2, -   
1547, -   ,10,Y,2,1,M,5, -   
1548, 1 ,10,Y,2,1,M,4, 1 
1549, -   ,10,Y,2,2,S,4, -   
1550, -   ,10,Y,1,2,M,2, -   
1551, -   ,10,Y,2,1,M,3, -   
1552, 1 ,10,N,1,2,S,2, -   
1553, -   ,10,N,1,1,M,2, -   
1554, -   ,10,Y,2,1,M,4, -   
1555, -   ,10,N,2,1,S,5, -   
1556, -   ,10,N,2,2,M,5, -   
1557, -   ,10,Y,1,1,M,3, -   
1558, -   ,10,Y,1,1,M,2, -   
1559, -   ,10,Y,2,1,M,4, -   
1560, -   ,10,N,1,1,M,4, -   
1561, -   ,10,N,2,2,M,5, -   
1562, -   ,10,Y,1,2,S,4, -   
1563, -   ,10,Y,1,1,M,3, -   
1564, -   ,10,Y,2,1,M,5, -   
1565, -   ,10,N,1,1,M,2, -   
1566, -   ,10,Y,1,2,M,3, -   
1567, -   ,10,N,1,2,S,2, -   
1568, -   ,10,N,1,2,S,1, -   
1569, -   ,10,N,1,2,S,2, -   
1570, -   ,10,Y,1,2,S,2, -   
1571, -   ,10,N,1,1,M,1, -   
1572, -   ,10,N,1,1,M,3, -   
1573, -   ,10,N,1,1,M,2, -   
1574, -   ,10,Y,2,1,M,5, -   
1575, -   ,10,N,1,1,M,3, -   
1576, -   ,10,N,2,1,M,5, -   
1577, -   ,10,N,2,1,M,4, -   
1578, -   ,10,N,1,2,S,1, -   
1579, -   ,10,N,1,1,M,1, -   
1580, -   ,10,Y,2,2,M,3, -   
1581, -   ,10,Y,2,1,M,5, -   
1582, -   ,10,Y,2,1,M,3, -   
1583, -   ,10,N,2,2,M,2, -   
1584, -   ,10,N,2,2,M,3, -   
1585, -   ,10,Y,2,2,M,5, -   
1586, -   ,10,N,2,1,M,5, -   
1587, -   ,10,N,2,1,M,4, -   
1588, 1 ,10,N,1,2,M,1, 1 
1589, -   ,10,Y,2,2,S,5, -   
1590, -   ,10,Y,1,2,S,4, -   
1591, -   ,10,N,1,2,S,2, -   
1592, -   ,10,N,2,1,M,5, -   
1593, -   ,10,N,2,1,M,4, -   
1594, -   ,10,N,2,1,M,5, -   
1595, -   ,10,N,2,1,M,5, -   
1596, -   ,10,N,2,1,S,5, -   
1597, -   ,10,Y,1,1,M,3, -   
1598, -   ,10,N,2,1,M,3, -   
1599, -   ,10,Y,2,1,M,5, -   
1600, -   ,10,N,2,1,M,5, -   
1601, 1 ,10,Y,1,1,M,1, 1 
1602, 1 ,10,N,2,1,M,3, -   
1603, -   ,10,N,2,1,M,5, -   
1604, 1 ,10,N,1,1,M,1, -   
1605, -   ,10,Y,2,1,S,5, -   
1606, -   ,10,N,1,2,S,2, -   
1607, -   ,10,N,1,2,M,1, -   
1608, -   ,10,Y,1,2,M,2, -   
1609, -   ,10,Y,1,1,M,3, -   
1610, -   ,10,Y,2,2,S,5, -   
1611, -   ,10,N,1,2,M,3, -   
1612, -   ,10,N,2,1,M,5, -   
1613, -   ,10,Y,2,1,M,5, -   
1614, -   ,10,Y,1,1,M,3, -   
1615, -   ,10,Y,2,1,S,5, -   
1616, -   ,10,N,2,1,S,4, -   
1617, -   ,10,N,1,1,M,3, -   
1618, -   ,10,N,2,2,M,3, -   
1619, -   ,10,Y,2,2,S,4, -   
1620, 1 ,10,Y,1,2,M,1, -   
1621, 1 ,10,N,1,2,S,2, -   
1622, -   ,10,Y,2,1,M,5, -   
1623, -   ,10,Y,2,1,M,5, -   
1624, 1 ,10,N,1,1,M,1, 1 
1625, -   ,10,Y,1,1,M,3, -   
1626, -   ,10,Y,2,1,M,4, -   
1627, 1 ,10,Y,1,2,M,1, -   
1628, 1 ,10,Y,1,1,M,4, -   
1629, -   ,10,Y,2,1,M,3, -   
1630, -   ,10,N,2,1,M,5, -   
1631, -   ,10,Y,2,1,M,5, -   
1632, -   ,10,N,2,1,M,5, -   
1633, -   ,10,N,2,2,M,2, -   
1634, -   ,10,Y,2,1,M,4, -   
1635, 1 ,10,Y,1,1,M,3, 1 
1636, -   ,10,N,1,2,M,3, -   
1637, -   ,10,Y,2,1,M,4, -   
1638, -   ,10,Y,1,2,S,4, -   
1639, -   ,10,Y,2,1,M,5, -   
1640, 1 ,10,Y,2,2,S,2, -   
1641, 1 ,10,N,1,2,S,1, 1 
1642, 1 ,10,Y,2,1,M,3, -   
1643, -   ,10,Y,2,1,M,4, -   
1644, 1 ,10,N,1,1,M,1, 1 
1645, -   ,10,N,1,2,S,2, -   
1646, -   ,10,Y,1,2,S,3, -   
1647, -   ,10,Y,1,2,S,4, -   
1648, -   ,10,N,2,1,M,4, -   
1649, -   ,10,N,1,2,S,1, -   
1650, 1 ,10,N,2,1,M,3, 1 
1651, -   ,10,N,1,2,S,1, -   
1652, -   ,10,N,1,1,M,1, -   
1653, -   ,10,Y,1,2,S,2, -   
1654, 1 ,10,Y,1,2,M,1, -   
1655, 1 ,10,N,1,1,S,1, 1 
1656, -   ,10,N,2,2,M,2, -   
1657, -   ,10,Y,1,1,M,4, -   
1658, -   ,10,Y,1,2,S,2, -   
1659, 1 ,10,Y,1,2,M,4, -   
1660, -   ,10,N,2,1,M,5, -   
1661, -   ,10,N,2,2,M,2, -   
1662, -   ,10,N,1,2,M,2, -   
1663, -   ,10,Y,2,2,M,4, -   
1664, -   ,10,Y,2,2,M,4, -   
1665, -   ,10,Y,1,1,S,2, -   
1666, -   ,10,Y,2,1,M,4, -   
1667, -   ,10,Y,2,1,M,4, -   
1668, -   ,10,N,2,1,M,5, -   
1669, 1 ,10,N,1,2,S,3, -   
1670, -   ,10,Y,1,2,M,2, -   
1671, -   ,10,N,2,1,M,3, -   
1672, -   ,10,N,2,1,M,3, -   
1673, -   ,10,N,1,2,M,1, -   
1674, -   ,10,N,1,1,M,3, -   
1675, -   ,10,N,2,2,S,4, -   
1676, 1 ,10,N,2,2,M,2, -   
1677, -   ,10,N,1,2,M,1, -   
1678, -   ,10,Y,2,2,S,4, -   
1679, -   ,10,Y,2,1,M,4, -   
1680, 1 ,10,N,2,2,M,4, -   
1681, -   ,10,Y,2,1,M,5, -   
1682, -   ,10,Y,1,2,M,4, -   
1683, -   ,10,Y,1,2,S,2, -   
1684, -   ,10,Y,1,2,M,3, -   
1685, -   ,10,N,1,1,M,2, -   
1686, -   ,10,Y,1,1,M,3, -   
1687, -   ,10,Y,2,2,M,4, -   
1688, -   ,10,Y,2,2,M,4, -   
1689, -   ,10,Y,2,1,M,4, -   
1690, 1 ,10,N,1,1,M,2, 1 
1691, -   ,10,Y,2,1,M,5, -   
1692, 1 ,10,N,1,2,S,1, 1 
1693, -   ,10,Y,2,1,M,3, -   
1694, -   ,10,Y,1,2,M,4, -   
1695, -   ,10,N,2,1,M,5, -   
1696, 1 ,10,Y,1,1,M,1, 1 
1697, 1 ,10,Y,1,1,M,1, -   
1698, -   ,10,Y,2,2,M,2, -   
1699, 1 ,10,Y,1,1,M,3, -   
1700, -   ,10,N,2,1,M,5, -   
